[2025-03-17T06:23:23.956Z] [error]: HIDE::500::TypeError::(0 , import_cart2.getCartUpsert) is not a function::
[2025-03-17T07:25:57.682Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.674Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.683Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.687Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.682Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.691Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.690Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.684Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.686Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.687Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.691Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.692Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.693Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.689Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.691Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.685Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.693Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.694Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.690Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.691Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.694Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.695Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.689Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.691Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.692Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.694Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.696Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.697Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.688Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.689Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.698Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.700Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.691Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.699Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.700Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.701Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.696Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.693Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.694Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.695Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.700Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.696Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.699Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.700Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.703Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.704Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.703Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.704Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.706Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.706Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.707Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.697Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.698Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.706Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.703Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.710Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.708Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.709Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.708Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.710Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.708Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.707Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.708Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.709Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.712Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.713Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.712Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.714Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.701Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.703Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.715Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.717Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.708Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.713Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.717Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.715Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.716Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.717Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.716Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.718Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.715Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.714Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.714Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.715Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.713Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.717Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.718Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.720Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.721Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.720Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.721Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.722Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.724Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.723Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.719Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.723Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.721Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.722Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.725Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.726Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.727Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.728Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.728Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.725Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.727Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.728Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.727Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.730Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.729Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.729Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.733Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.731Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.733Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.734Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.721Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.722Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.723Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.736Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.731Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.732Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.729Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.733Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.720Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.727Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.737Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.737Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.728Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.734Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.738Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.736Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.737Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.738Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.735Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.740Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.735Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.736Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.740Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.737Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.740Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.724Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.725Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.742Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.743Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.740Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.741Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.744Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.742Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.743Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.741Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.742Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.743Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.744Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.745Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.744Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.745Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.739Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.745Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.744Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.745Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.747Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.745Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.747Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.748Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.752Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.753Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.751Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.752Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.750Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.752Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.753Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.755Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.753Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.754Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.755Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.757Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.759Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.754Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.755Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.759Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.753Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.754Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.759Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.760Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.758Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.761Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.763Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.765Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.760Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.762Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.763Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.764Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.761Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.764Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.752Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.763Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.765Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.766Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.768Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.768Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.767Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.768Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.768Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.765Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.772Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.773Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.769Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.774Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.769Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.772Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.773Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.774Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.775Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.769Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.771Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.772Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.774Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.762Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.769Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.775Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.771Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.773Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.775Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.764Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.770Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.771Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.772Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.776Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.768Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.770Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.774Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.775Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.776Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.757Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.758Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.770Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.781Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.783Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.783Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:57.785Z] [error]: HIDE::404::NotFound::Not found discount!::
